,elem,model,a,cohesive-energy,c11,c12,bulk,shear,volume,bulk*volume,shear*volume,formation-energy,migration-energy,relaxation-volume,edt11,spedt11,spedt33,spdst11,spdst33,ln_a,ln_cohesive-energy,ln_c11,ln_c12,ln_bulk,ln_shear,ln_volume,ln_bulk*volume,ln_shear*volume,ln_formation-energy,ln_migration-energy,ln_relaxation-volume,ln_edt11,ln_spedt11,ln_spedt33,ln_spdst11,ln_spdst33,ln_neg_spdst33,a-1
46,Fe,EAM_Dynamo_Mendelev_Han_VFe__MO_249706810527_001,3.6584048152,3.89240227798,0.529199577852,0.308697558993,0.382198231946,0.110251009429,48.9638185633,18.7138848842,5.39831042211,1.76462182552,0.441785443496,4.01764420458,1.53553668944,1.71760934013,13.4655246478,-12.846026758,40.4319997581,1.29702720956,1.3590265192,-0.636389644452,-1.17539325488,-0.961815873178,-2.20499560888,3.89108162869,2.92926575552,1.68608601982,0.567936404269,-0.816930936714,1.39069571209,0.428879954748,0.540933405464,2.60013268932,-100.0,3.69962154466,,0.273343178383
47,Fe,EAM_Dynamo_Mendelev_Srolovitz_AlFe__MO_577453891941_001,3.6584030658,3.89240227845,0.530346162416,0.309040455126,0.382809024223,0.110652853645,48.9637483218,18.7437647173,5.41797847697,1.76462008698,0.441747201392,4.00216354023,1.53206379471,1.71602265709,13.4647504193,-12.7917389614,40.2964420384,1.29702673138,1.35902651932,-0.634225349003,-1.17428308792,-0.960219045432,-2.20135742298,3.89108019413,2.9308611487,1.68972277115,0.567935419049,-0.817017503077,1.38683509995,0.426615711908,0.540009204409,2.60007519058,-100.0,3.69626317817,,0.273343309093
48,H,EAM_Dynamo_Hale_Wong_pairHybrid_PdAgH__MO_104806802344_001,3.25366600156,1.76868210664,2.02266584856,1.00280655881,1.34275965539,0.509929644872,34.4444225095,46.2505808991,17.5642321381,1.12212757896,0.503170935469,1.54456046323,2.07397348188,0.597759660005,-6.08307522874,1.7791435382,-4.77159823028,1.17978236111,0.570234696732,0.704416368347,0.00280262777952,0.294726940538,-0.673482514012,3.53934708332,3.83407402386,2.86586456931,0.115226507376,-0.686825334665,0.434739380054,0.729466323749,-0.514566512163,-100.0,0.576132090194,-100.0,1.56268130754,0.307345621684
49,H,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_001,3.25366600156,1.76868210664,2.02266584856,1.00280655881,1.34275965539,0.509929644872,34.4444225095,46.2505808991,17.5642321381,1.12212757896,0.503170935469,1.54456046323,2.07397348188,0.597759660005,-6.08307522874,1.7791435382,-4.77159823028,1.17978236111,0.570234696732,0.704416368347,0.00280262777952,0.294726940538,-0.673482514012,3.53934708332,3.83407402386,2.86586456931,0.115226507376,-0.686825334665,0.434739380054,0.729466323749,-0.514566512163,-100.0,0.576132090194,-100.0,1.56268130754,0.307345621684
54,Ni,EAM_Dynamo_Ackland_Tichy_Ni__MO_977363131043_001,3.52422037167,4.45899743724,1.6305312099,0.941482472272,1.17116538481,0.344524368812,43.7712724444,51.2633991361,15.080270011,1.42138087116,0.810417307804,1.48369103523,1.737646657,1.51088060818,-5.11841901779,3.00807053866,-6.61289937907,1.25965924064,1.49492395091,0.488905857368,-0.0602995478699,0.157999308472,-1.06559045427,3.77897772193,3.93697703041,2.71338726766,0.351628843576,-0.210205969164,0.394532925788,0.552531701803,0.412692665067,-100.0,1.10129885617,-100.0,1.88902219295,0.283750700733
55,Ni,EAM_Dynamo_Angelo_Moody_NiAlH__MO_418978237058_001,3.52000034049,4.45000001259,1.53987497225,0.920503489276,1.12696065027,0.309685741488,43.6142206564,49.1515104719,13.5067022634,1.59191838816,0.867256248838,1.97301391209,2.22350898765,2.14213629065,-5.16312914869,3.844898128,-7.94974633928,1.25846108634,1.49290409901,0.431701226281,-0.0828344876848,0.119524318981,-1.17219723282,3.77538325902,3.894907578,2.6031860262,0.464939822392,-0.142420787811,0.679562278252,0.79908657308,0.761803597755,-100.0,1.34674710794,-100.0,2.07314002115,0.284090881611
56,Ni,EAM_Dynamo_Bonny_Pasianot_FeCuNi__MO_469343973171_001,3.5200009501,4.45026160979,1.5241129473,0.927144924228,1.12613426525,0.298484011534,43.6142433164,49.1154938516,13.0181543051,1.55992796224,0.977125201194,1.85944322721,2.09398281022,1.66797813621,-6.30896186251,4.16080680839,-9.20161667243,1.25846125952,1.49296288317,0.421412566918,-0.0756453888198,0.118790763507,-1.20903891028,3.77538377857,3.89417454208,2.56634486829,0.444639642147,-0.0231404865381,0.620277102703,0.739067903349,0.511612196064,-100.0,1.42570899979,-100.0,2.21937919388,0.284090832411
57,Ni,EAM_Dynamo_Bonny_Pasianot_FeNi__MO_267721408934_001,3.5200009501,4.45026160979,1.5241129473,0.927144924228,1.12613426525,0.298484011534,43.6142433164,49.1154938516,13.0181543051,1.55992796224,0.977125201217,1.85944322721,2.09398281022,1.66797890582,-6.30896231307,4.16080767235,-9.20161785242,1.25846125952,1.49296288317,0.421412566918,-0.0756453888198,0.118790763507,-1.20903891028,3.77538377857,3.89417454208,2.56634486829,0.444639642147,-0.0231404865145,0.620277102703,0.739067903349,0.511612657467,-100.0,1.42570920743,-100.0,2.21937932212,0.284090832411
60,Ni,EAM_Dynamo_Mishin_Farkas_Ni__MO_400591584784_001,3.51999947087,4.44999999835,1.54692399984,0.922590784518,1.13070185629,0.312166607663,43.6141883316,49.3146437073,13.6148932175,1.59970415481,1.29006878306,2.4474776897,2.76736816107,4.05645611789,-4.1372234294,4.76531002485,-8.3585760353,1.25846083929,1.49290409581,0.43626844294,-0.0805694965084,0.122838551678,-1.16421823478,3.77538251787,3.89822106954,2.61116428309,0.469818708905,0.25469553715,0.895057979836,1.01789674619,1.40030971507,-100.0,1.56136259792,-100.0,2.12328808188,0.284090951796
61,Ni,EAM_Dynamo_Mishin_Mehl_NiAl__MO_109933561507_001,3.45246419211,4.50133516406,3.96367701056,1.97071415861,2.63503510926,0.996481425977,41.1516780024,108.436116341,41.0068827772,0.564802387728,1.03350074779,3.44311320389,9.0727241212,8.08569196613,1.82889348963,1.80549673645,-1.33394895255,1.23908823466,1.50437405589,1.37717213246,0.678395994117,0.968896506102,-0.00352477876375,3.71726470399,4.6861612101,3.71373992523,-0.571279365249,0.0329518236881,1.23637606325,2.20527256316,2.09009607578,0.603711133502,0.590835754172,-100.0,0.288143680306,0.289648188759
62,Ni,EAM_Dynamo_Mishin_NiAl__MO_101214310689_001,3.52000003113,4.44999998517,1.50634351205,0.941370270458,1.12969468432,0.282486620797,43.6142091571,49.2707402457,12.3204305635,1.57145616119,1.18762638734,1.93500322019,2.18596215134,3.18431625535,-4.46557470753,4.70059736399,-8.83966943438,1.25846099845,1.49290409285,0.409685199019,-0.0604187306521,0.121947405351,-1.26412408953,3.77538299536,3.89733040071,2.51125890583,0.452002680709,0.17195668271,0.660108990663,0.782056075488,1.15823758948,-100.0,1.54768959936,-100.0,2.17924948165,0.284090906578
63,Ni,EAM_Dynamo_Onat_Durukanoglu_CuNi__MO_592013496703_001,3.51999998285,4.45,1.54167849915,0.923614527871,1.12963585163,0.30903198564,43.6142073625,49.2681722771,13.4781851033,1.47071314401,0.829726679405,2.15614275858,2.43565729212,2.17214158168,-4.2746206182,3.48371019856,-6.94686618358,1.25846098474,1.49290409618,0.432871757391,-0.0794604720124,0.121895325595,-1.17431049404,3.77538295421,3.89727827981,2.60107246017,0.385747415134,-0.186658934345,0.768320865409,0.890216655273,0.775713584884,-100.0,1.24809787487,-100.0,1.93829064905,0.284090910475
64,Ni,EAM_Dynamo_PurjaPun_Mishin_NiAl__MO_751354403791_001,3.52000003689,4.44999998574,1.50621171318,0.941268691448,1.12958303203,0.282471510867,43.6142093712,49.265870861,12.3197716163,1.57145610628,1.18762642881,1.93518050596,2.18594658459,3.18446309819,-4.46542314435,4.70089786601,-8.84007954248,1.25846100009,1.49290409297,0.409597699299,-0.0605266419532,0.12184856642,-1.26417757997,3.77538300027,3.89723156669,2.5112054203,0.452002645769,0.171956717622,0.660200606865,0.782048954225,1.15828370282,-100.0,1.54775352579,-100.0,2.17929587463,0.284090906114
66,P,EAM_Dynamo_Ackland_Mendelev_FeP__MO_884343146310_001,4.69809909031,1.88276100674,0.561590579734,0.466633409945,0.498285799875,0.0474785848946,103.697077658,51.6707812853,4.9233905049,1.13751218484,0.866885344634,3.61851078024,1.80305247966,2.17977484862,-2.8401747591,17.9606059679,-34.9048198271,1.54715797803,0.632739320079,-0.576982200389,-0.76221131899,-0.696581471242,-3.04747651393,4.6414739341,3.94489246286,1.59399742018,0.128843583734,-0.142848554737,1.28606255452,0.589481050655,0.779221591018,-100.0,2.88818080217,-100.0,3.5526249236,0.212852045216
70,Pd,EAM_Dynamo_Hale_Wong_pairHybrid_PdAgH__MO_104806802344_001,3.88485926986,3.91042460275,1.53948642554,1.2512788729,1.34734805711,0.144103776318,58.6308071408,78.9961040882,8.44892071756,1.24619748224,0.44993449559,8.08403418062,10.8920076879,10.4309329506,5.26735503905,8.12684593383,-9.78933432988,1.35708675919,1.36364596215,0.431448870895,0.224166126627,0.298138258344,-1.93722157009,4.07126027757,4.36939853591,2.13403870748,0.220096900778,-0.79865327217,2.08989102771,2.38802928064,2.34477571377,1.66152834644,2.09517289427,-100.0,2.28129345933,0.257409581798
71,Pd,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_001,3.88485926986,3.91042460275,1.53948642554,1.2512788729,1.34734805711,0.144103776318,58.6308071408,78.9961040882,8.44892071756,1.24619748224,0.44993449559,8.08403418062,10.8920076879,10.4309329506,5.26735503905,8.12684593383,-9.78933432988,1.35708675919,1.36364596215,0.431448870895,0.224166126627,0.298138258344,-1.93722157009,4.07126027757,4.36939853591,2.13403870748,0.220096900778,-0.79865327217,2.08989102771,2.38802928064,2.34477571377,1.66152834644,2.09517289427,-100.0,2.28129345933,0.257409581798
75,Ti,EAM_Dynamo_Ackland_Ti__MO_748534961139_001,4.17263842537,4.83910446052,0.958352275506,0.564283729646,0.695639911599,0.19703427293,72.6494380488,50.537848662,14.3144292047,1.44558922535,0.718829750676,3.61137301943,2.51221522483,5.73411263922,-0.649973210766,7.1280936434,-9.07235081822,1.42854855165,1.57672967479,-0.0425398488691,-0.572198087232,-0.362923120921,-1.62437759111,4.28564565494,3.92272253402,2.66126806383,0.368517006861,-0.330130735564,1.28408803783,0.921164923609,1.74643301136,-100.0,1.96404382748,-100.0,2.20523141668,0.239656518983
76,Ti,EAM_Dynamo_Zhou_Johnson_Ti__MO_723456820410_001,4.15481670467,4.86353262748,0.752131601982,0.547867379157,0.615955453432,0.102132111412,71.7225310483,44.1778841332,7.3251735318,1.63073889976,0.720825056878,3.46029410424,2.13138719721,8.61140137832,-1.90791667344,19.9288072335,-31.5697336648,1.42426831293,1.58176505195,-0.284843967708,-0.60172203016,-0.484580633921,-2.28148809383,4.2728049388,3.78822430488,1.99131684497,0.489033224839,-0.327358810699,1.24135358668,0.756773034035,2.1530870669,-100.0,2.99216628464,-100.0,3.4521988662,0.240684504536
77,Ti,EAM_Dynamo_Zope_Mishin_TiAl__MO_117656786760_001,4.14833717205,4.83853111188,0.905501958131,0.542360981153,0.663407973479,0.181570488489,71.3874952565,47.3590335599,12.9618623857,1.85898579803,0.771905987472,3.63891225644,2.41408381065,4.45988197238,-1.3142203086,6.57396277509,-9.32647281246,1.42270757251,1.57661118539,-0.0992658391749,-0.611823482346,-0.410365133429,-1.70611133434,4.26812271754,3.85775758411,2.5620113832,0.620031069136,-0.258892514259,1.29168480634,0.881319840653,1.49512230209,-100.0,1.88311681278,-100.0,2.23285689541,0.241060443866
79,Zr,EAM_Dynamo_Mendelev_Kramer_CuZr__MO_600021860456_001,4.54452466697,6.43877700905,0.681783985969,0.478576173554,0.546312111025,0.101603906208,93.8567248068,51.2750654631,9.53620986421,2.23923440456,0.960230268179,1.12020969421,0.61198473792,4.77082229034,-2.52495159292,13.3947549704,-22.5082400508,1.51392313844,1.86233861666,-0.383042407426,-0.736939888379,-0.604564834642,-2.28667329765,4.54176941531,3.93720458066,2.25509611765,0.806134023769,-0.0405821605967,0.113515894757,-0.49104793482,1.56251867796,-100.0,2.59486321021,-100.0,3.11388146665,0.220045015328
80,Zr,EAM_Dynamo_Mendelev_NiZr__MO_149104665840_001,4.54452412337,6.43877701077,0.687120643399,0.479876899491,0.54895814746,0.103621871954,93.8566911263,51.5233952875,9.72560602995,2.23923584541,0.960226675687,1.11215293763,0.610524725429,4.76786488547,-2.5282836594,13.153463344,-22.0517592531,1.51392301882,1.86233861692,-0.375245393154,-0.734225667366,-0.599733074513,-2.26700685219,4.54176905646,3.94203598194,2.27476220427,0.806134667225,-0.0405859018849,0.106297720215,-0.493436485959,1.56189859158,-100.0,2.57668509611,-100.0,3.09339238343,0.220045041649
81,Zr,EAM_Dynamo_Mendelev_Sordelet_CuZr__MO_120596890176_001,4.54452471793,6.43877700907,0.682095090538,0.478900399018,0.546631962858,0.10159734576,93.8567279641,51.3050874345,9.53559444283,2.23923442138,0.960228880745,1.12087924168,0.612707991071,4.77144610673,-2.52435545307,13.3951101174,-22.5103501716,1.51392314965,1.86233861666,-0.382586201917,-0.736262638436,-0.603979531424,-2.28673786859,4.54176944895,3.93778991752,2.25503158035,0.80613403128,-0.0405836054949,0.114113414542,-0.489866816948,1.56264942598,-100.0,2.59488972375,-100.0,3.11397521107,0.22004501286
82,Zr,EAM_Dynamo_Zhou_Johnson_Zr__MO_103270551167_001,4.53166143879,6.35176769941,0.646189738598,0.481838154765,0.536622016043,0.0821757919164,93.0619971759,49.9391165415,7.64744331526,1.82798753154,0.759914198722,2.08749895644,1.12019790948,10.4033071863,16.183380356,-4.06395843972,31.1049821137,1.51108863578,1.84873315202,-0.436662105325,-0.730146999813,-0.622461313053,-2.49889452253,4.53326590735,3.9108045943,2.03437138482,0.603215652186,-0.274549748493,0.735966677836,0.113505374593,2.34212375428,2.78398481169,-100.0,3.43736800294,,0.220669618308
